,id,name,host_id,host_name,neighbourhood,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,Unnamed: 0,host_listings_count
14227,7114636,Spacious One-Bedroom Apartment,37269502,Marie,Los Feliz,,34.11120092,-118.2854435,Entire home/apt,75,1,1,9/2/2015,0.05,0,14227,1.0
28727,4607051,"CUTE APARMENT, BEDROOM AND KITCHEN",11817384,Mariza,Westchester,,33.95677084,-118.3870611,Entire home/apt,75,3,55,4/29/2017,1.93,260,28727,2.0
1641,15983120,Privet Studio With Patio,6333737,Sigal,Carthay,,34.05350421,-118.3722811,Private room,75,5,2,3/31/2017,0.53,271,1641,2.0
28735,17460585,"LAX beach home. Neighborly, Business, Fitness Mind",118233147,Robert,Westchester,,33.96177245,-118.40546029999999,Private room,75,1,0,,,0,28735,1.0
7699,9979216,Cozy cottage in Eagle Rock with patio & hammock!,28988824,Maureen,Eagle Rock,,34.13230944,-118.19633759999999,Entire home/apt,75,2,14,4/24/2017,0.86,62,7699,1.0
18667,3230382,"Large master bedroom & covered patio, 宽大主卧带衞浴及陽台",15878447,Betty,Monterey Park,,34.06032707,-118.1210375,Private room,75,3,38,12/28/2016,1.11,346,18667,9.0
20758,14255429,Rustic Glamping Cabin (Wurzy's Cabin),65967564,Antonin,Reseda,,34.19225144,-118.53705359999998,Entire home/apt,75,3,3,4/7/2017,0.33,365,20758,5.0
28778,185557,"Private Room in Home to FEMALE, pls",890778,Laura,Westchester,,33.96046837,-118.42192639999999,Private room,75,1,3,7/31/2016,0.09,153,28778,2.0
7616,14688397,Designer's model modern 5 star amenities apartment,83469196,Melina,Downey,,33.94722505,-118.1501895,Entire home/apt,75,3,17,5/2/2017,2.23,109,7616,2.0
18485,5395031,Private bedroom/bathroom - MUSEnoho,27965854,Marian,North Hollywood,,34.16758585,-118.37186909999998,Private room,75,75,0,,,363,18485,1.0
18487,15159542,Quiet Home in NoHo's Arts District,59516766,Dae,North Hollywood,,34.17148142,-118.3714446,Entire home/apt,75,2,10,4/16/2017,1.52,35,18487,1.0
22700,15071563,Santa Monica Private Room & Bath w/ Laundry,95328104,Bobbi,Santa Monica,,34.00491565,-118.4684461,Private room,75,1,10,11/27/2016,1.35,0,22700,1.0
7831,10781947,Hollywood cottage garden firepit parking AC,335219,Lynn,East Hollywood,,34.09355659,-118.3036345,Private room,75,3,15,4/19/2017,1.0,345,7831,1.0
13929,9577447,Private Entrance & Bath Attached,49577467,Laura,Leimert Park,,34.01873009,-118.32941389999999,Private room,75,28,19,3/27/2017,2.06,365,13929,1.0
1798,13879832,Walking distance to the Grove,1902373,Doua,Beverly Grove,,34.06436691,-118.3683486,Private room,75,4,0,,,0,1798,1.0
24570,5550759,Bunny Bungalow-Private House For 4,1030745,Sue,South San Gabriel,,34.03614147,-118.0761412,Entire home/apt,75,2,55,4/10/2017,2.19,349,24570,12.0
24563,5558823,Rabbit Retreat-Private House For 4,1030745,Sue,South San Gabriel,,34.03578653,-118.076076,Entire home/apt,75,2,50,3/27/2017,1.97,345,24563,12.0
13972,3945542,Bright and Airy Hilltop Home,20375555,Jennifer,Los Feliz,,34.10720334,-118.2767321,Private room,75,1,41,1/23/2017,1.3,279,13972,1.0
13982,4183797,Cozy and spacious 1BD.,3222110,Dylan,Los Feliz,,34.10153936,-118.28493490000001,Entire home/apt,75,3,4,12/1/2015,0.14,0,13982,1.0
18852,18040385,Quiet Mount Washington Studio w/Private Entrance,124119333,Emilia,Mount Washington,,34.09893294,-118.2215561,Entire home/apt,75,1,4,5/1/2017,4.0,330,18852,1.0
7858,13510326,"Comfortable, Peaceful Room in East Hollywood",15583160,Karen,East Hollywood,,34.08300886,-118.3030817,Private room,75,5,0,,,0,7858,1.0
1778,15942755,Private room & bath in 2bd/2ba,51745759,Kim,Beverly Grove,,34.08647629,-118.3732193,Private room,75,1,2,4/9/2017,2.0,169,1778,1.0
18843,14575157,Modern Hillside Private Room,3721311,Benjamin,Mount Washington,,34.0963558,-118.2221345,Private room,75,1,6,10/25/2016,0.75,244,18843,2.0
18841,17463360,Great Views Easy Access to Downtown,2270448,Tony,Mount Washington,,34.09020499,-118.21986840000001,Private room,75,2,7,4/22/2017,3.56,69,18841,1.0
7888,6925918,Comfortable & Creative Silverlake,20161951,Aaron,East Hollywood,,34.09577836,-118.29600690000001,Entire home/apt,75,1,1,6/29/2015,0.04,0,7888,1.0
22824,3844150,Serene Garden Room by the Beach!!!,9881505,Mira,Santa Monica,,34.02144395,-118.49621850000001,Private room,75,3,97,4/29/2017,2.96,105,22824,1.0
24523,438472,Pvt. Euro-Suite/1920's Bungalow,2124522,Victoria,South Pasadena,,34.1145908,-118.1625252,Private room,75,2,50,10/14/2016,0.98,200,24523,1.0
1691,7219121,Luxury Escape Condo WEHO 2/2,37793060,Carolyn,Beverly Grove,,34.08568122,-118.37467649999999,Private room,75,7,0,,,0,1691,1.0
5664,4225075,❤️ofHOLLYWooD PriV.  Large Studio,21618243,Marie,Hollywood,,34.09360065,-118.34068059999998,Private room,75,1,53,4/29/2017,2.17,82,5664,1.0
24477,13190808,Large studio near downtown LA,68316481,Karim,South Gate,,33.93284156,-118.1795217,Entire home/apt,75,2,5,2/18/2017,0.5,348,24477,1.0
7601,8702595,Independent and Comfortable Private Suite.,17222976,Carmen,Downey,,33.93165001,-118.11651459999999,Private room,75,2,26,4/25/2017,1.61,342,7601,1.0
24476,6742173,Americas Best Value Inn South Gate,35303608,Timesh,South Gate,,33.95086781,-118.1823876,Private room,75,1,0,,,0,24476,1.0
18513,13449314,Quaint Private Bed near NoHo Arts District,24979104,Kesha,North Hollywood,,34.15475825,-118.37018590000002,Private room,75,3,2,8/10/2016,0.2,0,18513,3.0
28811,9349734,Beautiful Private Pool Home,48523493,Sandra,West Hills,,34.20964111,-118.6489027,Private room,75,2,9,10/10/2016,0.53,365,28811,1.0
18496,214870,Little House in North Hollywood,1109393,Julio,North Hollywood,,34.1921268,-118.3987363,Entire home/apt,75,5,187,3/23/2017,2.77,246,18496,2.0
24446,18176114,Silverlake Bright Room with Outdoor Space to Enjoy,19920499,Megyn,Silver Lake,,34.07837668,-118.274499,Private room,75,2,1,4/30/2017,1.0,81,24446,3.0
7221,16963454,Great Marina Getaway! Near LAX!,86127688,Christina,Del Rey,,33.97824132,-118.43595420000001,Entire home/apt,75,5,1,2/22/2017,0.42,0,7221,1.0
18219,2867079,Welcome to your second HOME,14655291,Alix,North Hollywood,,34.16115794,-118.3726355,Private room,75,1,10,8/16/2016,0.46,362,18219,1.0
14046,10834294,Perfect apt in heart of Los Feliz!,56104644,Brent,Los Feliz,,34.10362424,-118.28403600000001,Entire home/apt,75,1,8,5/2/2017,0.57,1,14046,1.0
23240,1378519,Welcome to Santa Monica! / Easy access to LA 1,7467268,Ben,Santa Monica,,34.03360791,-118.46871159999999,Private room,75,7,22,12/10/2016,0.55,360,23240,2.0
29826,18416075,One Bedroom in Ktown,9248941,Wigberto,Westlake,,34.06795325,-118.2788213,Entire home/apt,75,7,0,,,149,29826,2.0
21868,17656743,Private Mid-Century Modern Room in Zen House,59236100,Nandy,Van Nuys,,34.19977224,-118.4705084,Private room,75,1,3,4/30/2017,2.25,308,21868,1.0
14854,1941216,Cute apartment minutes from  beach,10040549,Andrea,Mar Vista,,33.99974248,-118.44075919999999,Shared room,75,1,0,,,365,14854,1.0
14860,4482050,"Stylish, sunny, comfortable home near Venice",17742751,Jodi,Mar Vista,,34.01561956,-118.43798980000001,Private room,75,2,12,4/23/2017,2.09,121,14860,1.0
7342,5728,Tiny Home in Artistic Oasis near Venice and LAX,9171,Sanni,Del Rey,,33.98832991,-118.43224409999999,Private room,75,1,86,4/18/2017,0.91,194,7342,7.0
18308,6132159,NOHO Art District Getaway!,610890,Lance,North Hollywood,,34.1545425,-118.37173600000001,Private room,75,2,10,4/16/2017,0.51,38,18308,1.0
1258,8292371,Private spacious unit by LAX/beach,1748673,Manoj,Playa del Rey,,33.95630657,-118.4352811,Private room,75,2,1,10/9/2015,0.05,337,1258,2.0
23116,7418562,Private room in Ocean Park home,23723403,Abby,Santa Monica,,34.00150271,-118.4729078,Private room,75,1,38,2/24/2017,1.94,256,23116,1.0
18289,15255881,Gorgeous 3-story townhouse - NoHo,33579349,Andrew,North Hollywood,,34.17373431,-118.3823174,Private room,75,1,22,5/2/2017,3.08,352,18289,1.0
14908,6714468,Private room near Venice Beach!,17257571,Susan,Mar Vista,,34.00774683,-118.4338232,Private room,75,1,27,4/24/2017,1.18,358,14908,2.0
28967,6030602,PRIVATE ROOM & BATH IN WESTWOOD!,31300136,Sandra,West Los Angeles,,34.05009639,-118.4217795,Private room,75,1,0,,,0,28967,1.0
26926,7666916,Near Beach: Master Bedroom/Bathroom,21008464,Gabrielle,Venice,,33.99527655,-118.4486238,Private room,75,1,75,4/23/2017,3.58,89,26926,3.0
23131,8598222,CHARMING GUEST ROOM BUNGALOW,4292609,Bryce,Santa Monica,,34.00440972,-118.47158020000002,Private room,75,2,1,10/13/2015,0.05,118,23131,1.0
5830,5668641,Room In the Heart of West Hollywood,28887545,Tansu,Hollywood,,34.09610787,-118.3516273,Private room,75,1,0,,,0,5830,1.0
28978,5423591,Very Sweet Sunset Strip Studio,27712941,Victoria,West Hollywood,,34.09029346,-118.381498,Entire home/apt,75,4,10,1/5/2016,0.39,88,28978,1.0
1223,3663765,Suite Unit in a Resort Community,18355011,Jen,Azusa,,34.14393603,-117.90067520000001,Private room,75,2,1,9/30/2014,0.03,365,1223,1.0
7280,9670767,PRIVATE room for rent!,49974146,Lauren,Del Rey,,33.99811728,-118.41591389999999,Private room,75,1,0,,,365,7280,1.0
14956,16468116,Private Room in Mar Vista,64248721,Caro,Mar Vista,,34.01158151,-118.41994879999999,Private room,75,1,1,3/19/2017,0.65,42,14956,1.0
1207,16517448,"Near Hollywood, LA, Disneyland",50996900,Magdalena,Avocado Heights,,34.0313648,-118.02161729999999,Private room,75,1,2,4/21/2017,0.49,176,1207,1.0
28983,14401142,FANCY SPACE WITH MINIMUM BUDGET,7290779,Eugene/Mike,West Hollywood,,34.09055961,-118.36401950000001,Private room,75,2,13,4/30/2017,1.66,360,28983,3.0
7266,18521321,Cozy westside apartment. Culver/Venice/Marina area,71009336,Alyssa,Del Rey,,33.99690803,-118.41476399999999,Private room,75,1,0,,,364,7266,1.0
23204,15209506,LOVELY-QUIET-PRIVATE GATE-WALK TO THE BEACH,96617273,Twee,Santa Monica,,34.02459267,-118.48964579999999,Entire home/apt,75,1,1,4/29/2017,1.0,25,23204,1.0
18237,13347203,Garden oasis in NoHo,75639536,Gerson,North Hollywood,,34.18126059,-118.3719331,Private room,75,2,40,4/19/2017,3.93,70,18237,1.0
7244,7861221,Cozy Light Rich Apt near Beach,8995215,Natalie,Del Rey,,33.99426865,-118.4272215,Entire home/apt,75,3,3,1/18/2016,0.15,0,7244,1.0
23095,1999243,Private Room in Santa Monica,10299428,Akiko,Santa Monica,,34.01907252,-118.47189990000001,Private room,75,1,223,4/30/2017,5.87,283,23095,5.0
20240,17029511,Bright and sunny room next to Old Town Pasadena,43393602,Marina And Brock,Pasadena,,34.13759731,-118.1351366,Private room,75,1,11,4/24/2017,3.93,326,20240,8.0
21478,14610609,房间在二楼独立,18699518,Jian,Rowland Heights,,33.99301793,-117.89978470000001,Private room,75,5,0,,,365,21478,2.0
9993,16948313,Majed Ali,56371888,Majed,Glendale,,34.14367896,-118.26273090000001,Private room,75,1,8,4/11/2017,2.67,83,9993,2.0
25158,18036367,Cozy Condo in Tarzana,123642098,Anat,Tarzana,,34.17724014,-118.5403098,Entire home/apt,75,1,0,,,167,25158,1.0
4444,18124838,Creative Rooftop Loft with Views!,13440119,Joanna,Downtown,,34.04436288,-118.2490533,Private room,75,1,1,4/26/2017,1.0,9,4444,2.0
3836,16313909,The Buckingham,106752462,Anthony,Culver City,,33.99479667,-118.39025009999999,Private room,75,3,3,2/13/2017,0.88,173,3836,1.0
21763,8100904,Cozy Home at LA,39271483,Joyce,San Gabriel,,34.08228692,-118.1021251,Private room,75,1,30,4/30/2017,1.52,355,21763,2.0
11087,6388667,Private room in theHEARTofHOLLYWOOD,8972103,Yasmine,Hollywood Hills,,34.10445168,-118.34276259999999,Private room,75,1,0,,,365,11087,3.0
9582,14843128,Private Bedroom and Parking next to Coliseum/USC,81013040,Tatiana,Exposition Park,,34.0140384,-118.28191140000001,Private room,75,1,11,3/27/2017,1.39,158,9582,2.0
1135,16082400,Mo's BnB - Central LA location,104810096,Amanda,Pico-Union,,34.03842556,-118.2874134,Private room,75,1,0,,,0,1135,1.0
11695,6436877,Private room in the Hollywood Hills,17887984,Maggie,Hollywood Hills,,34.12913029,-118.3584615,Private room,75,1,49,4/12/2017,2.14,41,11695,2.0
30063,2794228,SUPER CUTE APARTMENT!!,14292698,Pammy,Westlake,,34.05250545,-118.2637355,Private room,75,2,25,3/25/2017,0.71,81,30063,1.0
10323,18239100,Private room in a Sustainable Urban Garden Oasis,4550557,Samira,Northridge,,34.24825886,-118.5112507,Private room,75,2,1,4/28/2017,1.0,265,10323,2.0
10913,15293550,Spacious Suite w/fireplace near LAX,42434530,Nina,Hawthorne,,33.92348304,-118.34406609999998,Private room,75,1,53,4/29/2017,7.46,269,10913,5.0
21750,15848946,Couch,102551079,Lily,San Gabriel,,34.09930924,-118.11228700000001,Private room,75,1,0,,,364,21750,1.0
11689,5781584,Best View in L. A.,4687031,Florenz,Hollywood Hills,,34.10673226,-118.34170139999999,Private room,75,2,9,9/4/2016,0.42,270,11689,1.0
25956,1630098,Private Room/Private Bath near USC,8663618,James Brian,University Park,,34.02925011,-118.2865213,Private room,75,1,41,7/30/2016,0.93,354,25956,2.0
9088,13265608,"Echo Park Hills, Light &  Bright Studio",74710837,Jeff,Echo Park,,34.08777925,-118.24663020000001,Private room,75,2,35,5/1/2017,4.12,60,9088,1.0
10327,16895318,Charming guest house with pool,112734970,Mary,Northridge,,34.25159852,-118.54752240000002,Private room,75,1,0,,,351,10327,1.0
10333,16241857,PRIVATE GUEST HOUSE IN PEACE,10762190,Zackariah,Northridge,,34.23191066,-118.5260952,Entire home/apt,75,1,16,4/23/2017,3.27,327,10333,1.0
9223,15868123,LA's Best Neighborhood: Echo Park Private Bungalow,17097517,Ben,Echo Park,,34.07195759,-118.25173629999999,Entire home/apt,75,7,0,,,37,9223,5.0
3134,3868211,"Private bed, bath near UCLA 2",8075358,DeLanee,Brentwood,,34.0494921,-118.4632351,Private room,75,1,16,3/3/2017,0.48,334,3134,2.0
20780,15535185,SUPER private Pool home Private Entrance & Bath,49661747,Sarah,Reseda,,34.18751393,-118.5523798,Entire home/apt,75,2,31,4/20/2017,4.87,267,20780,1.0
30247,5384671,Urban Bungalow Outside of DTLA,8640050,Phyllis,Westlake,,34.06422814,-118.28648390000002,Entire home/apt,75,1,8,6/28/2016,0.5,0,30247,1.0
3844,18435046,Cozy convenient & easy access to LA,56259983,David,Culver City,,34.02642611,-118.387194,Private room,75,1,0,,,335,3844,1.0
21743,8254893,Cute Home  at LA,39271483,Joyce,San Gabriel,,34.08219309,-118.09911409999998,Private room,75,1,35,4/22/2017,1.78,357,21743,2.0
25946,8971196,Private Suite Near It All,3790914,Lisa,University Park,,34.03414128,-118.2787157,Private room,75,2,50,4/24/2017,3.01,3,25946,2.0
25142,557800,Sardinia Room and Bath for Rent,2656381,Alfredo,Tarzana,,34.14670975,-118.52266589999999,Private room,75,7,10,1/8/2017,0.17,365,25142,8.0
14912,1961421,Westside Room & Bath,4273140,Claudia,Mar Vista,,34.00258325,-118.4376002,Private room,75,1,1,4/25/2017,1.0,52,14912,1.0
29003,16546670,Shared room in cozy apartment in West hollywood!,108096727,Martha,West Hollywood,,34.09284103,-118.360579,Private room,75,1,0,,,7,29003,2.0
25610,7470962,Cozy home by TOYOTA & HONDA Corp.,39131088,Q,Torrance,,33.84356842,-118.344109,Private room,75,2,11,5/20/2016,0.51,365,25610,1.0
24368,17044839,Silverlake View,20116615,John,Silver Lake,,34.09235965,-118.2767092,Entire home/apt,75,10,3,2/26/2017,0.98,0,24368,1.0
7141,12494980,Airy and Bright,10777729,Francoise,Del Rey,,34.00206691,-118.40274270000002,Private room,75,1,10,2/6/2017,0.8,336,7141,2.0
15166,15467180,The Dreamcatcher Suite,94855333,Cozi,Mar Vista,,34.01863362,-118.4343195,Private room,75,2,3,4/4/2017,0.53,243,15166,5.0
15167,17367151,Spacious comfortable bedroom-great W LA location,117355904,Tim,Mar Vista,,34.02167225,-118.43878590000001,Private room,75,2,1,3/7/2017,0.53,89,15167,1.0
29054,4775245,West HollywoodGuest House Apartment,24628364,Gary,West Hollywood,,34.09202908,-118.3554375,Entire home/apt,75,7,0,,,153,29054,1.0
982,16252716,Quiet Avalon canyon private entry room,106270998,Fran,Avalon,,33.33900188,-118.32607220000001,Entire home/apt,75,1,0,,,133,982,1.0
31226,14749746,fully furnished one bedroom one bath Guest house,87827436,Camelia,Woodland Hills,,34.16173567,-118.62695579999999,Entire home/apt,75,26,1,11/1/2016,0.16,365,31226,4.0
15189,9432828,Redondo Beach Area - Apt Studio,48892487,Veronica,Lomita,,33.79049204,-118.3204127,Entire home/apt,75,7,5,4/5/2017,0.35,232,15189,1.0
29074,4744660,West Hollywood 1BR Apartment,21855038,Shai,West Hollywood,,34.08873023,-118.35610559999999,Entire home/apt,75,10,0,,,0,29074,1.0
15220,2351745,Private rear unit-no roomates!,12009529,Scott,Long Beach,,33.7830223,-118.1459762,Private room,75,3,30,8/21/2016,0.79,0,15220,2.0
7148,13882298,Westside Haven Blocks from Beach,46892518,Angel,Del Rey,,33.98991977,-118.4381866,Private room,75,2,1,9/1/2016,0.12,0,7148,1.0
23351,462726,TOTALLY PRIVATE MINI-STUDIO & PATIO!,618883,Cris,Sherman Oaks,,34.16034243,-118.45780479999999,Entire home/apt,75,3,72,5/2/2017,1.96,240,23351,1.0
7143,17682749,Welcome to Culver City #2- Close to Everything!,119324980,Craig,Del Rey,,33.99626732,-118.4035916,Private room,75,1,1,4/9/2017,1.0,75,7143,2.0
18119,8548736,Large Modern Hillside Home -,13712362,John,Montecito Heights,,34.08993021,-118.19921459999999,Private room,75,2,8,7/16/2016,0.43,0,18119,1.0
24289,1194467,Large bedroom with private bath in Silverlake,6527017,Carina,Silver Lake,,34.09057322,-118.280521,Private room,75,5,1,11/28/2016,0.19,83,24289,1.0
15301,18356256,Downtown Long Beach Getaway,89163188,Dee,Long Beach,,33.76884203,-118.1980121,Private room,75,1,0,,,75,15301,2.0
15310,4493927,Gardens-Comfort--bed-and-breakfast,23310587,Dorothy,Long Beach,,33.84378482,-118.1751412,Private room,75,2,81,4/28/2017,2.92,357,15310,1.0
5913,10001629,Hollywood Penthouse - Private Room,33905331,Cody,Hollywood,,34.09937093,-118.3430246,Private room,75,3,2,12/26/2015,0.12,0,5913,1.0
30551,17480730,Spacious Home close to UCLA,102242036,Zhi,Westwood,,34.05744046,-118.4335737,Private room,75,1,0,,,177,30551,1.0
15315,15774482,Cozy Studio Blocks from the Ocean!,1393246,Parker,Long Beach,,33.76651062,-118.1616358,Entire home/apt,75,1,15,4/23/2017,2.85,78,15315,1.0
23376,6866159,Short term stays in August,35977484,Linda,Sherman Oaks,,34.14438925,-118.4521903,Private room,75,1,0,,,364,23376,1.0
18124,3433247,Cozy 1BD near DTLA,17001601,Rocio,Montecito Heights,,34.088676799999995,-118.20554109999999,Private room,75,1,1,3/26/2017,0.77,0,18124,1.0
29007,14400288,Luxury Apartment in WEHO,7290779,Eugene/Mike,West Hollywood,,34.08947709,-118.3642185,Private room,75,2,15,4/22/2017,2.01,359,29007,3.0
5879,7364131,Adorable Studio Right in Hollywood!,37266401,Amira,Hollywood,,34.10449598,-118.3330162,Entire home/apt,75,2,14,11/6/2016,0.65,0,5879,1.0
1290,8295930,Next to Airport & Beach! Full Cable,43742640,Rocky,Playa del Rey,,33.95332647,-118.43805159999998,Private room,75,2,18,2/19/2017,1.17,365,1290,1.0
29136,15790644,Large clean modern room with your own bath &patio,87328,Danielle,West Hollywood,,34.09512004,-118.3715497,Private room,75,30,0,,,88,29136,1.0
15041,12712436,Warm & inviting mid century home,69113298,Viviane,Mar Vista,,34.01245665,-118.42675759999999,Shared room,75,1,8,1/30/2017,0.71,143,15041,1.0
24291,7921561,Bright + Sunny Silverlake Studio,41772451,Kate,Silver Lake,,34.08323641,-118.2721422,Entire home/apt,75,2,103,4/11/2017,4.98,174,24291,3.0
24411,19887,Eco-friendly Private Room in Silverlake House,75052,Janet,Silver Lake,,34.08520558,-118.2833838,Private room,75,2,200,5/1/2017,2.28,346,24411,2.0
7486,10236205,Full House,51554460,Tom,El Monte,,34.096464700000006,-118.0169201,Private room,75,1,2,1/31/2016,0.12,364,7486,2.0
18227,2832712,"A Home away from home,",14491536,Brooklyn,North Hollywood,,34.16200244,-118.37093780000001,Private room,75,2,17,8/5/2016,0.79,365,18227,1.0
1408,18272941,Gated community: 1 BD Apt Near Culver City,29173048,Isabel,Baldwin Hills/Crenshaw,,34.01827228,-118.3513722,Entire home/apt,75,25,0,,,43,1408,2.0
28855,16351003,Dope Escape / City Beach Getaway,51550858,Evan,West Los Angeles,,34.04610705,-118.4403219,Private room,75,2,4,4/4/2017,1.09,116,28855,1.0
18382,12368734,The PENTHOUSE Luxury Guest House,36131476,Christopher,North Hollywood,,34.17361572,-118.3601898,Entire home/apt,75,7,7,4/7/2017,0.67,308,18382,5.0
28861,17699634,Cozy Private Room & Bath w/Parking! Prime Location,1543969,Nima,West Los Angeles,,34.05538184,-118.42494520000001,Private room,75,2,7,4/24/2017,5.12,105,28861,2.0
5877,9696978,1 BRD apartment in Hollywood/Weho,1430716,Angela,Hollywood,,34.09692217,-118.3480473,Entire home/apt,75,5,1,2/22/2016,0.07,0,5877,1.0
1370,18037369,"Beautiful, Breezy Beachside Bed and Bath",996664,Laura,Playa del Rey,,33.95647628,-118.4381185,Private room,75,2,3,4/30/2017,3.0,26,1370,1.0
31216,3874726,Hidden Treasure in Woodland-Hills,19684108,Celia,Woodland Hills,,34.15811293,-118.62345520000001,Private room,75,1,0,,,365,31216,1.0
14697,15910220,Master Suite,88810222,Patrick,Lancaster,,34.68816202,-118.07474479999999,Private room,75,3,1,1/25/2017,0.3,320,14697,3.0
14701,15369078,True Peace of Mind!,97174601,Patsy,Lancaster,,34.64940614,-118.2288642,Private room,75,2,1,3/5/2017,0.5,365,14701,1.0
5820,12385271,Hollywood 1BD Modern and Clean,55471586,Des,Hollywood,,34.08909348,-118.3115777,Private room,75,1,1,4/25/2016,0.08,365,5820,1.0
1390,6313954,Bed and Bath Room and Amazing Views,32847517,Judith,Baldwin Hills/Crenshaw,,34.01611022,-118.3666531,Private room,75,1,38,4/19/2017,1.74,270,1390,1.0
7429,10061347,Sunny L.A. Hideaway,42734626,Rob,East Los Angeles,,34.02074819,-118.15069979999998,Entire home/apt,75,1,49,4/4/2017,3.98,315,7429,1.0
24370,12594139,$125 BEST Silverlake Location at Sunset Junction,68325069,Roxana,Silver Lake,,34.08941343,-118.27814009999999,Entire home/apt,75,10,3,12/23/2016,0.26,37,24370,1.0
23079,11608708,Cathy's Cozy Cottage,8734683,Cathy,Santa Monica,,34.02132537,-118.45999779999998,Private room,75,2,56,5/1/2017,4.27,82,23079,1.0
14804,5338813,CUTE STUDIO 3 MILES TO VENICE BEACH,21682522,Michael,Mar Vista,,34.00664494,-118.4287889,Entire home/apt,75,2,80,4/24/2017,3.09,290,14804,1.0
23062,2177944,"Cheery, Bright, Central StaMonica",11108219,Laura,Santa Monica,,34.02288644,-118.48677759999998,Private room,75,2,85,4/23/2017,2.17,58,23062,1.0
28923,18446390,"Studio in Los Angeles, Westwood",88623341,Alfia,West Los Angeles,,34.04975412,-118.4298125,Entire home/apt,75,6,0,,,365,28923,1.0
14777,13562924,"Comfy safe room in Venice Beach, Cali",76667871,Amelia & Calita,Mar Vista,,34.009474499999996,-118.45179209999999,Private room,75,1,6,10/12/2016,0.6,89,14777,2.0
7394,13308536,Mar Vista Private Room & Bath,34827063,Lisa,Del Rey,,33.99281698,-118.43019440000002,Private room,75,1,24,4/21/2017,2.26,121,7394,1.0
14755,2049830,sweet simple lincoln heights,10506057,James,Lincoln Heights,,34.08256669,-118.20728700000001,Entire home/apt,75,1,0,,,0,14755,1.0
23050,7225572,Lovely studio by the beach,18402577,Becky,Santa Monica,,34.00175236,-118.4781834,Entire home/apt,75,4,11,12/8/2016,0.5,0,23050,1.0
18364,6640094,Clean Bed and Bath near Universal!,7141810,Cassidy,North Hollywood,,34.159969700000005,-118.3619736,Private room,75,2,127,3/18/2017,5.7,180,18364,2.0
23039,345430,"Relax, you've arrived.",1638576,Carl,Santa Monica,,34.03153879,-118.49293300000001,Private room,75,1,107,4/24/2017,1.79,345,23039,2.0
22691,14154393,Cozy Studio in Santa Monica,20693646,Jamie,Santa Monica,,34.03840901,-118.47563240000001,Entire home/apt,76,2,2,11/14/2016,0.25,85,22691,1.0
24562,12497789,New masteroom \ own parking 50% (A),67670094,Anna 姥姥家,South San Gabriel,,34.0476508,-118.09119809999999,Private room,76,1,17,2/24/2017,1.39,106,24562,2.0
18349,13692820,Full Duplex in NoHo (Dancers Choice),21077574,Dan,North Hollywood,,34.19617039,-118.39425520000002,Entire home/apt,76,15,0,,,365,18349,4.0
1948,4753562,Cozy Apt in the Heart of WeHo & LA!,23832522,Krishna,Beverly Grove,,34.08595625,-118.37609259999999,Private room,76,2,16,4/5/2017,1.21,358,1948,1.0
18594,9999655,Bright and Vibrant Apartment Room,31555823,Nafisah,North Hollywood,,34.16713856,-118.36717250000001,Private room,76,1,4,11/12/2016,0.33,281,18594,2.0
23528,2472920,"Cozy, stylish Sherman Oaks 2bdrm",5007793,Kenneth,Sherman Oaks,,34.16098915,-118.44452150000001,Private room,76,1,0,,,364,23528,1.0
13384,15798828,Korea-town  LA’s hippest walker’s paradise #18,102218492,Justin,Koreatown,,34.05568594,-118.30380079999999,Entire home/apt,76,2,12,4/27/2017,3.33,123,13384,6.0
15430,17909490,Clean and Simple Surf Shack,122759183,Amber,Long Beach,,33.78104358,-118.1858064,Entire home/apt,76,2,3,4/18/2017,3.0,312,15430,1.0
4599,11258230,Artist Loft w/Private Bath in DTLA,26196192,Jon,Downtown,,34.04376073,-118.2525963,Private room,76,3,37,4/6/2017,2.51,263,4599,2.0
6854,5384977,Best Location on Walk of Fame!,896639,Tess & Jonny,Hollywood,,34.09948669,-118.34469070000002,Private room,76,1,141,4/28/2017,6.26,185,6854,1.0
24555,8195580,"Cozy hideaway, exceptional location",6325688,Allison,South Pasadena,,34.11897192,-118.1602672,Entire home/apt,76,2,4,12/29/2016,0.21,0,24555,1.0
731,14658022,Cozy Private 1 Bedroom duplex in Safe & Quiet Area,10332446,Rosemary,Arcadia,,34.15088669,-118.02119909999999,Entire home/apt,76,3,0,,,196,731,9.0
18696,18142760,"MONTEREY PARK蒙市中心区 各种方便各种近,套房雅房长短租",109382082,Ken,Monterey Park,,34.05721554,-118.10990579999999,Private room,76,1,0,,,360,18696,2.0
31211,17049204,Lux Apartment Couches in Livingroom,5203056,Len,Woodland Hills,,34.18529676,-118.5884415,Shared room,76,1,0,,,180,31211,1.0
7579,16190672,Comfortable & Stylish Studio in Los Angeles,3294402,Jeremy,Elysian Park,,34.06940602,-118.23501509999998,Entire home/apt,76,1,32,4/21/2017,7.33,346,7579,5.0
15297,14773076,Great comfy sofa in apartment,92179355,Ana,Long Beach,,33.78485521,-118.1659642,Shared room,76,1,0,,,364,15297,1.0
13308,14551133,Separate Entrance Classic Airbnb,5469474,Marni,Koreatown,,34.05506097,-118.3020038,Private room,76,1,1,10/3/2016,0.14,365,13308,22.0
