,id,name,host_id,host_name,neighbourhood,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,Unnamed: 0,host_listings_count
10823,13007228,Room with 2 Queen Beds,42220,Searockinn,Harbor Gateway,,33.90479477,-118.29064059999999,Private room,92,1,0,,,362,10823,2.0
27957,4533240,Quiet Hideaway,13243133,Jenny,Venice,,33.9905551,-118.4570679,Private room,92,2,153,4/21/2017,5.22,276,27957,2.0
15266,7861177,Spacious 2BR/1.5BA walk to beach!,5821866,Lica & Matheus,Long Beach,,33.76901475,-118.17422990000001,Entire home/apt,92,5,1,9/19/2016,0.13,11,15266,2.0
13137,16354220,Spacious Bright PrivateBedroom/Bath,65275325,Helen,Koreatown,,34.05708565,-118.29546540000001,Private room,92,1,16,4/30/2017,3.58,327,13137,1.0
26234,1212226,Venice Beach Studio in Great Area,6617962,Lisa,Venice,,34.00487132,-118.4588527,Entire home/apt,92,2,198,4/30/2017,4.21,345,26234,1.0
8769,5102836,Quaint Guest House,26365442,Joshua,Echo Park,,34.06764914,-118.2558528,Entire home/apt,92,1,260,5/2/2017,10.28,287,8769,1.0
7976,18413879,Clean & Simple 1BD/BA in Silverlake,1760272,Tasha,East Hollywood,,34.08902306,-118.28621740000001,Entire home/apt,92,1,0,,,1,7976,1.0
12983,14219896,"Cozy, Private Single in Los Angeles",38266808,Samer,Koreatown,,34.0680305,-118.29426670000001,Entire home/apt,92,1,21,3/20/2017,2.65,313,12983,1.0
28075,16260439,The luxury of a high-end hotel & comfort of home!,2545905,Rowe,Venice,,33.99634672,-118.45035559999998,Private room,92,2,3,4/14/2017,1.7,86,28075,1.0
19444,16918492,Convenient Palms Home Near Venice,107262313,Andrea,Palms,,34.02352264,-118.4077175,Entire home/apt,92,3,5,4/25/2017,1.58,100,19444,1.0
8021,6994600,Vintage apartment in East Hollywood,929744,Samantha,East Hollywood,,34.07990608,-118.2983962,Entire home/apt,92,3,11,3/29/2017,0.49,151,8021,1.0
27654,13392049,Beautiful Studio Right on Venice Beach,72787920,Jamie,Venice,,33.98909081,-118.4762831,Entire home/apt,92,2,16,11/27/2016,1.55,151,27654,21.0
23393,13911575,"Walk to EVERYTHING! Cute, SAFE & quiet area.",4661671,Brian,Sherman Oaks,,34.15047471,-118.4378365,Entire home/apt,92,15,1,8/31/2016,0.12,0,23393,1.0
2830,10620757,COZY STUDIO VILLA N HOLLYWOOD AREA,28349436,Richard,Valley Village,,34.1560408,-118.39026059999999,Entire home/apt,92,1,3,2/29/2016,0.2,361,2830,4.0
11097,15447698,Hollywood A-frame West Bedroom,7302060,Jeff,Hollywood Hills,,34.13029477,-118.32198340000001,Private room,92,2,2,2/22/2017,0.42,363,11097,5.0
6308,494227, Hollywood Furnished Studio Apt  #3,2442084,Herbert,Hollywood,,34.09332867,-118.3313827,Entire home/apt,92,3,12,4/17/2017,0.21,323,6308,3.0
28186,1313173,Adorable Private Room,7135995,Jennifer,Venice,,33.99047646,-118.45422759999998,Private room,92,4,1,8/16/2013,0.02,365,28186,1.0
28204,4205493,Modern Venice Beach Oasis,21819860,Griselda,Venice,,33.99755783,-118.4659192,Private room,92,2,85,4/22/2017,3.16,317,28204,1.0
6183,5021230,LUXE SPANISH REVIVAL LANDMARK VILLA,25907583,Rebecca,Hollywood,,34.10387982,-118.33067220000001,Entire home/apt,92,28,9,2/24/2017,0.33,238,6183,1.0
957,17175597,Lovely 2br guest house-No kitchen,7319183,Winston And Лена,Atwater Village,,34.11171165,-118.2604675,Entire home/apt,92,2,7,4/29/2017,2.84,166,957,5.0
2551,3544703,"In the heart of Beverly Hills,close to everything!",6571022,Dawn,Beverly Hills,,34.06037025,-118.3988487,Private room,92,3,4,9/10/2016,0.12,88,2551,1.0
3189,229209,Gorgeous House in Century City ,798894,Jodea,Century City,,34.05130237,-118.42042859999998,Private room,92,2,85,4/30/2017,1.26,313,3189,1.0
30937,11691901,Koreatown One Bedroom Apt.,31932408,Nathalie,Windsor Square,,34.06411386,-118.3143863,Entire home/apt,92,1,3,4/6/2017,0.63,148,30937,1.0
16984,345502,Primo!!! Close to everything!!!,1752367,Jeff,Mid-City,,34.04643012,-118.3588422,Entire home/apt,92,3,9,1/23/2017,0.32,288,16984,1.0
29207,2070695,Private bed/bath in lovely HOUSE!,6726902,Victoria,West Hollywood,,34.08363278,-118.38943590000002,Private room,92,14,4,11/15/2016,0.1,87,29207,1.0
9081,10054217,Prime location Echo Park House,15811971,Farbod,Echo Park,,34.07381422,-118.2513369,Entire home/apt,92,1,39,4/15/2017,2.37,318,9081,5.0
6165,500876,Hollywood Furnished Studio Apt #1,2442084,Herbert,Hollywood,,34.09309101,-118.3303688,Entire home/apt,92,3,27,5/1/2017,0.47,321,6165,3.0
17554,15314175,Elegant & Classy 1 Bedroom apt in West Hollywood,25061096,Michael,Mid-Wilshire,,34.06646223,-118.3525094,Entire home/apt,92,2,6,4/10/2017,1.43,160,17554,1.0
27910,498014,Private Room+Private Bath - Great location  VENICE,2458647,Mark,Venice,,33.99847801,-118.4657064,Private room,92,5,42,4/18/2017,1.65,361,27910,3.0
6251,14059200,A Lovely 1-Bedroom Apt Facing the Hollywood Sign,51551147,V,Hollywood,,34.10294316,-118.3139978,Entire home/apt,92,2,3,2/10/2017,0.34,0,6251,1.0
19059,575669,Breezy Garden Apartment  Palisades ,2782654,Kate,Pacific Palisades,,34.04759184,-118.5421747,Private room,92,7,0,,,365,19059,2.0
22743,385651,"Sunny, Modern Condo less than mile from Beach",1871985,Neel,Santa Monica,,34.02845115,-118.4877044,Entire home/apt,92,10,0,,,0,22743,1.0
11782,3281853,"Studio in Hollywood,Parking",16586625,Steve,Hollywood Hills,,34.10436725,-118.3399821,Entire home/apt,92,3,87,4/9/2017,2.49,327,11782,2.0
24314,13637393,1920's Vintage Spanish Bungalow in Silver Lake,14552277,Dakota,Silver Lake,,34.08718419,-118.27411969999999,Entire home/apt,92,1,63,4/7/2017,6.1,47,24314,1.0
24083,18139880,Private SilverLake Studio with patio,1121092,Lisa,Silver Lake,,34.10362773,-118.2580275,Private room,92,1,0,,,174,24083,1.0
3212,17013488,"Quiet 5 Bedroom Home, Family Ready",113086632,Derek,Cerritos,,33.87212122,-118.0352686,Entire home/apt,92,7,0,,,172,3212,2.0
10455,11514630,Silicon Beach Resort-Style Living,1781102,Lauren,Playa Vista,,33.970204200000005,-118.42720039999999,Private room,92,1,0,,,0,10455,1.0
18107,14521214,Quiet House with Beautiful Views,42394706,Calvin Riley,Montecito Heights,,34.08934187,-118.2008517,Entire home/apt,92,3,7,12/26/2016,0.86,0,18107,2.0
10167,9452234,GREAT STUDIO 10 MIN FROM ROSE BOWL,40700540,Rendel,Glendale,,34.20585916,-118.23139170000002,Entire home/apt,92,3,10,3/6/2017,0.61,92,10167,1.0
24898,17072596,"Homey, peaceful, safe, and quiet. Close to Studios",17745202,Sheerah,Studio City,,34.15199729,-118.4037456,Entire home/apt,92,2,3,4/8/2017,1.32,81,24898,1.0
295,6730240,Sunny Peaceful Room w Private Bath,5493138,Vivian & Cuyler,Alhambra,,34.0936501,-118.1306571,Private room,92,2,124,4/24/2017,5.41,154,295,2.0
22731,4189551,COMFY Room - AWESOME Location! :),3503813,Tania,Santa Monica,,34.02467439,-118.50320490000001,Private room,92,3,75,1/20/2017,2.44,270,22731,3.0
2352,15519348,Perfect for College Student BH2R1,17334619,Gena,Beverly Hills,,34.06088169,-118.39446219999999,Private room,92,5,1,4/29/2017,1.0,365,2352,7.0
19800,17240976,Old Town Pasadena 1 block from Convention Center,84613446,Jessica,Pasadena,,34.14158942,-118.1414916,Private room,92,1,10,4/27/2017,6.38,152,19800,1.0
1768,15382111,Cozy Bedroom in Beautiful 4bd home - Central WeHo!,98347067,Karen,Beverly Grove,,34.088428,-118.37422590000001,Private room,92,1,0,,,214,1768,1.0
19526,5057508,LOVELY 3 MO RENTAL 9/7-11/21/16 ONLY,3462896,Lesley,Pico-Robertson,,34.05485949,-118.3975267,Entire home/apt,92,75,0,,,0,19526,1.0
20622,10106056,Private Floor of Home! 2rooms/bathroom & back yard,51861201,Lindsay,Redondo Beach,,33.87009936,-118.3889453,Private room,92,2,22,4/23/2017,1.69,146,20622,2.0
27576,1009472,WALK to BEACH-10mins! FREE-BREAKFAST+Prk+WiFi-RM3,1970250,Lisa + Joe,Venice,,33.98175265,-118.46331880000001,Private room,92,2,311,4/30/2017,6.25,317,27576,4.0
28025,4661383,Master Balcony Suite  in Venice ,13243133,Jenny,Venice,,33.99011481,-118.4569537,Private room,92,2,117,4/23/2017,4.01,246,28025,2.0
7132,12735610,Modern Luxury Apartment neat LAX,3880019,Ed,Del Rey,,33.98786108,-118.44296240000001,Private room,92,1,0,,,365,7132,1.0
18122,17000038,East Side Indoor/Outdoor Private Retreat,19983048,Ethan,Montecito Heights,,34.09035635,-118.20442820000001,Entire home/apt,92,1,10,5/1/2017,3.75,75,18122,1.0
1862,1236992,Beautiful 1BR apt in prime West Hollywood location,1746001,Max,Beverly Grove,,34.07904313,-118.3637078,Entire home/apt,92,10,13,3/31/2017,0.42,242,1862,1.0
4688,697127,"Spacious, Hip & Central LOFT- DTLA",3570954,Tam,Downtown,,34.0515305,-118.2461744,Entire home/apt,92,120,23,8/31/2016,0.41,346,4688,1.0
28754,18024077,"Très Chic CALI ""beachhouse"" Flat",82397723,Ann,Westchester,,33.95877027,-118.42082979999999,Entire home/apt,92,1,4,4/18/2017,4.0,344,28754,20.0
10324,14459626,Party & Event Hosting Outdoor Space,50568317,April,Northridge,,34.22666429,-118.5512138,Entire home/apt,92,1,5,2/26/2017,0.57,179,10324,4.0
7733,13942109,Cozy Eagle Rock duplex with balcony,46081302,Wendy,Eagle Rock,,34.12343716,-118.21434540000001,Entire home/apt,92,2,3,9/5/2016,0.34,0,7733,1.0
22095,17733014,NEW! Next to Ocean/CatalinaIslandFerry/FishMarket!,64931751,Erica,San Pedro,,33.70909242,-118.2912206,Entire home/apt,92,1,0,,,127,22095,5.0
12903,17126243,Private studio 209/best DEAL!!!,25041593,Timmy,Koreatown,,34.05328445,-118.2892176,Entire home/apt,92,30,0,,,303,12903,4.0
2593,1759060,rustic country atmosphere in the ci,9248432,Jeanne,Beverly Crest,,34.10897395,-118.43230679999999,Private room,92,1,10,4/9/2017,0.73,21,2593,1.0
17908,1187558,Charming Studio Apt in Miracle Mile,6493951,Fiona,Mid-Wilshire,,34.06218173,-118.3504614,Entire home/apt,92,7,4,1/7/2016,0.14,0,17908,1.0
13906,6558837,420 Friendly Room4Rent shared bath*,381538,Candis,Lake Balboa,,34.18732624,-118.5111467,Private room,92,1,21,3/15/2017,0.91,79,13906,1.0
23838,1971325,Lovely Silverlake Studio w/Parking,6964894,Adrien,Silver Lake,,34.10044235,-118.2539354,Entire home/apt,92,3,43,4/1/2017,1.5,309,23838,1.0
22775,772892,"WHOLE Apt, facing BEACH+ OCEAN!! Mid Dec - Mid Jan",4078309,Rachel,Santa Monica,,34.00568823,-118.49053970000001,Entire home/apt,92,16,8,8/7/2016,0.23,0,22775,1.0
2776,12254178,This Perfect LA spot has everything,65979346,Ricky,Valley Village,,34.15529415,-118.3927815,Shared room,92,1,0,,,0,2776,1.0
19983,14015625,Charming Pasadena Townhome,3861413,Vanessa,Pasadena,,34.12875508,-118.1436422,Entire home/apt,92,1,9,4/9/2017,1.08,32,19983,1.0
22342,18333388,"Private Room in Santa Monica, in Prime Location",52196297,Vinh,Santa Monica,,34.02544016,-118.5025744,Private room,93,1,0,,,0,22342,1.0
11578,3562568,The CAPTAIN'S QUARTERS,6277851,W.C & Elly,Hollywood Hills,,34.10452426,-118.3381049,Entire home/apt,93,2,138,4/28/2017,4.17,170,11578,15.0
30706,6316937,Westwood Back House,25326961,Alba & Mike,Westwood,,34.05716894,-118.44114760000001,Entire home/apt,93,30,14,2/28/2017,0.59,283,30706,20.0
3313,9887462,Large Cozy Private Entrance Room,6069038,Troy,Burbank,,34.18829068,-118.28969640000001,Private room,93,1,0,,,0,3313,1.0
7346,1246609,Guest Retreat in Venice/Del Rey,4964338,Jeannette,Del Rey,,33.99365982,-118.42460049999998,Entire home/apt,93,3,82,5/1/2017,1.75,333,7346,1.0
27096,10344027,Venice Beach Getaway Studio,41771466,Miranda,Venice,,33.98900064,-118.4728801,Entire home/apt,93,1,13,7/29/2016,0.84,0,27096,1.0
21965,15967589,Luxury Resort-Style Condo - Great Amenities,23388929,Lucia,Van Nuys,,34.19921684,-118.45063619999999,Private room,93,1,1,11/16/2016,0.18,364,21965,1.0
5467,13390780,"Amazing views, safe location",76152049,Nelly,Hollywood,,34.10210449,-118.3423381,Private room,93,1,1,6/14/2016,0.09,365,5467,1.0
3668,16112176,Resort Style Living - Rent a Home in Porter Ranch,105053504,Geeta,Chatsworth,,34.28046073,-118.57450690000002,Entire home/apt,93,5,1,3/4/2017,0.49,0,3668,1.0
10196,15605648,Huge 2BD/2Bath Apt fully furnished in Glendale,80720775,Sogol,Glendale,,34.173877000000005,-118.2966608,Entire home/apt,93,1,11,4/12/2017,1.74,251,10196,27.0
456,7289178,Beautiful blessed 1 bed room abode,547509,Jazmine,Alondra Park,,33.89744483,-118.3285695,Entire home/apt,93,1,1,2/11/2016,0.07,365,456,1.0
17949,4484981,"Clean, Sunny & Quiet - 1 Bedroom",3436685,Dax,Mid-Wilshire,,34.05400967,-118.3478023,Entire home/apt,93,5,4,8/14/2016,0.31,19,17949,1.0
26011,7918170,Private Guesthouse in North Hollywood!,41750199,Aaron,Valley Glen,,34.190270700000006,-118.4098396,Entire home/apt,93,28,1,2/20/2017,0.41,120,26011,2.0
28625,5194984,Chic and Quaint   ,26873241,Miss,Westchester,,33.95623748,-118.4144223,Entire home/apt,93,9,0,,,0,28625,1.0
26759,16310675,"2 Bed/2 Bath Venice Modern Apt w/ Patio, Pool, Gym",26451696,Jake,Venice,,33.99996127,-118.4619318,Private room,93,1,7,4/1/2017,2.26,9,26759,1.0
15689,17878927,Entire place walking distance to the beach!!,122416473,Liz,Long Beach,,33.76522378,-118.1877693,Entire home/apt,93,1,6,4/11/2017,4.74,0,15689,1.0
21055,17560743,DREAMS IN WEST LA,55698071,Prisilla,Sawtelle,,34.03778893,-118.45293819999999,Private room,93,1,1,4/1/2017,0.91,76,21055,2.0
23983,16944459,Spanish casita in Silver Lake,3750864,Yasmin,Silver Lake,,34.1069527,-118.26655120000001,Entire home/apt,93,4,1,2/18/2017,0.4,298,23983,1.0
11012,9597010,Conchal Cottage - Your Quiet Oasis in Hermosa,49671413,Joel,Hermosa Beach,,33.860305100000005,-118.39928119999999,Entire home/apt,93,50,6,3/20/2017,0.36,337,11012,1.0
23777,6415000,Silverlake Townhouse,12035570,Erik,Silver Lake,,34.08288781,-118.282155,Private room,93,1,5,11/28/2015,0.23,365,23777,1.0
12250,17142702,Sunny West Hollywood Haven,46535640,Natalia,Hollywood Hills West,,34.10089705,-118.3654175,Entire home/apt,93,7,0,,,138,12250,1.0
20413,12054586,Studio Apartment steps to beach.,3717824,Robert,Redondo Beach,,33.842766600000004,-118.38957090000001,Entire home/apt,93,2,14,6/21/2016,1.05,0,20413,1.0
30148,7638442,Great apt in the heart of LA!,40078967,Roberto & Cecilia,Westlake,,34.06708334,-118.28016770000002,Entire home/apt,93,1,2,10/25/2015,0.11,0,30148,1.0
28337,996577,New 2 Airbnb? Book Instantly Now! 15min to LAX!,403838,Jen,View Park-Windsor Hills,,33.99393254,-118.33825790000002,Entire home/apt,93,2,178,4/24/2017,3.57,329,28337,3.0
16845,975453,Guest House Studio w/ Backyard,5335305,Todd,Mid-City,,34.04262134,-118.33869080000001,Entire home/apt,93,3,74,4/27/2017,1.53,126,16845,1.0
1266,17420878,Amazing modern guest suite in Silicon Beach,52532648,Kaveri,Playa del Rey,,33.95630285,-118.44100390000001,Private room,93,1,10,4/30/2017,6.82,82,1266,1.0
9525,1925626,Encino Guest House -  600 sq ft.,9975091,Michael,Encino,,34.16188483,-118.47939550000001,Entire home/apt,93,2,46,4/21/2017,2.2,333,9525,1.0
8170,18272466,Sunny Hollywood One Bedroom,92179458,Leah,East Hollywood,,34.10089535,-118.30691159999999,Entire home/apt,93,3,0,,,83,8170,1.0
16910,6641519,"Clean, Modern Backhouse in Mid-City",34760960,John,Mid-City,,34.03939302,-118.36344479999998,Entire home/apt,93,2,69,4/25/2017,3.47,63,16910,1.0
20450,6813591,"2-room apt in house, 800 sq ft.",35675356,Hans,Redondo Beach,,33.82565356,-118.386781,Entire home/apt,93,3,22,4/30/2017,1.05,289,20450,1.0
20193,13711853,Spacious Private Suite in Historic Bungalow Heaven,22029267,Christina,Pasadena,,34.16059223,-118.1264882,Entire home/apt,93,1,89,5/1/2017,9.89,142,20193,2.0
11428,9630053,Private Room in Hollywood Villa,211786,Judith & Marc,Hollywood Hills,,34.11738034,-118.32746090000002,Private room,93,2,25,4/25/2017,1.59,276,11428,3.0
14208,16755202,"Lovely Home w/Pool, Gym, View, Fireplace",62697011,Brandon,Los Feliz,,34.11273203,-118.2777169,Entire home/apt,93,2,0,,,0,14208,2.0
23420,11024323,Great studio / upscale neighborhood,11498482,Matko,Sherman Oaks,,34.15991094,-118.4533887,Entire home/apt,93,1,32,3/12/2017,2.23,364,23420,2.0
5123,17268890,"Private Hollywood Apartment- One Bedroom, One Bath",116433466,Robyn,Hollywood,,34.08587324,-118.32960390000001,Entire home/apt,93,3,5,4/23/2017,3.66,18,5123,1.0
27880,3095253,Venice Beach/Marina del Rey  Private Room,3651372,Rosie,Venice,,33.98741228,-118.451067,Private room,93,2,65,4/19/2017,1.87,337,27880,2.0
1347,2846822," European Charm, California Cool!",14559296,Kathy,Playa del Rey,,33.95996248,-118.4362675,Private room,93,2,91,4/23/2017,2.68,331,1347,3.0
29875,10553637,█▓▒░░Urban Villa░░▒▓█ Walk Score 92 + Parking,45248116,Michael,Westlake,,34.06274539,-118.27938689999999,Entire home/apt,93,2,93,4/20/2017,6.04,57,29875,10.0
14310,17907301,Lovely Modern Apartment in beautiful Los Feliz,62697011,Brandon,Los Feliz,,34.11497099,-118.2780764,Entire home/apt,93,2,2,5/1/2017,2.0,15,14310,2.0
15401,8365561,"Central Location, King Bed, Relaxing Patio",21537326,Mike & Jija,Long Beach,,33.82098815,-118.21273490000002,Entire home/apt,93,5,17,4/22/2017,2.01,207,15401,3.0
22966,552216,Artist space / gold room / garden,8585179,Gidget,Santa Monica,,34.026340999999995,-118.48095579999999,Private room,93,28,22,9/2/2016,0.37,264,22966,4.0
27415,18251968,Venice - Marina Del Rey with Pool Jacuzzi !!!!s,59759209,Jane,Venice,,33.98309899,-118.4640662,Shared room,93,1,0,,,43,27415,21.0
24180,3703128,Charming Apt in Hip Silverlake - LA,16923518,Kylee,Silver Lake,,34.0801277,-118.28152959999998,Entire home/apt,93,3,3,5/27/2015,0.09,0,24180,1.0
27328,5795435,Near Venice Beach and Santa Monica,127369,Shereen,Venice,,34.0039136,-118.4554318,Private room,93,1,147,4/24/2017,5.85,227,27328,9.0
14882,2717190,"Nice, Big place in great location!",8681903,Dane,Mar Vista,,33.99837615,-118.44122759999999,Entire home/apt,93,2,57,4/24/2017,1.54,113,14882,1.0
9104,12541764,Charming Craftsman in Echo Park,32912582,Caitlin,Echo Park,,34.08322158,-118.25320690000001,Entire home/apt,93,5,3,6/19/2016,0.27,0,9104,1.0
16922,15928435,Quaint Studio/ Guest house in Mid City,13742719,Maisa,Mid-City,,34.04715724,-118.3623473,Entire home/apt,93,2,6,3/26/2017,1.09,170,16922,2.0
14329,15273760,Room in secluded Silver Lake hideaway!,9938048,Larry & Lynnette,Los Feliz,,34.099140500000004,-118.27403329999999,Private room,93,2,26,5/1/2017,3.63,324,14329,1.0
28944,2032731,328f Exec Lux Suite Near UCLA Westside on Westwood,3392276,Amir,West Los Angeles,,34.04659011,-118.4336351,Entire home/apt,93,7,18,4/18/2017,0.54,128,28944,32.0
15628,6274366,Sunny Euro-Style Shared Bath Studio,19110598,Coralie,Long Beach,,33.770369,-118.18719879999999,Entire home/apt,94,1,81,4/2/2017,3.36,90,15628,21.0
27857,1115081,AMAZING VENICE PENTHOUSE ON BEACH AND BOARDWALK,6120061,Leila,Venice,,33.98318773,-118.4715118,Private room,94,3,50,4/22/2017,1.06,365,27857,2.0
19806,12709106,"1907 L.Easton Historic Craftsman House, Suite",67813176,Anthony,Pasadena,,34.14139899,-118.15760700000001,Private room,94,1,9,2/28/2017,0.89,89,19806,7.0
1628,5707524,Private Home Guest House,29590877,John,Carthay,,34.05643106,-118.3680649,Entire home/apt,94,2,8,8/8/2016,0.4,337,1628,1.0
23368,12277015,Luxury Guest House Unit elite area Sherman Oaks,10533461,Julie,Sherman Oaks,,34.15053969,-118.46320349999999,Entire home/apt,94,1,35,4/24/2017,2.85,159,23368,1.0
27543,13135057,Venice Beach Yurt,4776320,Dawn,Venice,,33.99561148,-118.4484825,Entire home/apt,94,1,47,10/21/2016,4.25,7,27543,1.0
3504,4112101,Serene European Villa in Calabasas!,5706269,Mai,Calabasas,,34.14468239,-118.6433017,Private room,94,3,14,8/27/2016,0.45,42,3504,3.0
28897,961834,308f Lux Suite Near UCLA Westside on Westwood Blvd,3392276,Amir,West Los Angeles,,34.04692041,-118.4338712,Entire home/apt,94,7,27,4/14/2017,0.57,159,28897,32.0
18098,2722760,Stylish Condo Views & Parking,13933131,Sunny,Montecito Heights,,34.09820560000001,-118.18571419999999,Entire home/apt,94,30,8,10/28/2016,0.38,53,18098,2.0
10877,4297273,Entire Formal House Near LA Beaches,14930951,Peter & Lisa,Hawthorne,,33.92898113,-118.36233419999999,Entire home/apt,94,1,7,1/5/2017,0.23,90,10877,11.0
3725,13575023,Cozy Apartment in Ideal LA location,75733511,Derek,Cheviot Hills,,34.03122007,-118.40030800000001,Entire home/apt,94,1,3,12/11/2016,0.3,0,3725,2.0
7924,17845588,Bright One Bedroom in Sliverlake,3925011,Xia,East Hollywood,,34.08994276,-118.2851757,Entire home/apt,94,3,4,4/28/2017,3.33,60,7924,1.0
12405,11042319,Steps to Sunset Blvd- Garden Apt,20107298,Monique,Hollywood Hills West,,34.09820322,-118.36697609999999,Entire home/apt,94,1,55,4/16/2017,3.65,177,12405,1.0
16998,305478,PRIVATE CENTRAL GUESTHOUSE - LOVELY,1571311,Shelley,Mid-City,,34.03740551,-118.33336680000001,Entire home/apt,94,3,253,4/30/2017,4.0,41,16998,2.0
5106,17621751,POOL VIEW PRIVATE ROOM RENT IN LUXURY MODERN CONDO,58286290,Alex,Hollywood,,34.10238229,-118.3284635,Private room,94,1,9,4/27/2017,5.63,1,5106,12.0
10817,13881013,"FULL Apartment - Next to Beach, Malls, LAX & MORE!",82148132,Rick,Harbor Gateway,,33.84687339,-118.30788829999999,Entire home/apt,94,1,53,4/28/2017,5.6,66,10817,1.0
7693,11621322,"3 Bedroom house in Eagle Rock, CA",3625004,Alissa,Eagle Rock,,34.13620357,-118.1993643,Entire home/apt,94,3,1,4/30/2016,0.08,0,7693,1.0
10007,1913957,Lovely rancho style home.,9927315,Mara,Glendale,,34.160119,-118.30414099999999,Private room,94,1,1,9/12/2014,0.03,122,10007,1.0
5598,15876303,"Clean, Well-Located Apartment in Larchmont Village",74245946,Larchmont,Hollywood,,34.08434555,-118.3252435,Entire home/apt,94,2,17,3/9/2017,3.07,149,5598,1.0
7810,185950,Super Private Suite with View & Spa,379113,Christopher,Eagle Rock,,34.12978739,-118.19588780000001,Entire home/apt,94,2,313,4/30/2017,4.63,121,7810,1.0
24393,3220609,Small Private Silverlake Studio,11524195,Stephanie,Silver Lake,,34.08812479,-118.26768600000001,Entire home/apt,94,1,52,5/1/2017,1.5,96,24393,1.0
26545,1503756,Cozy Venice Vintage Camper,973636,Gallo,Venice,,33.99991231,-118.4569382,Entire home/apt,94,1,161,4/28/2017,3.59,357,26545,1.0
2588,12381117,"Hip, Quiet Beverly Hills Hideout.",1181315,Luke,Beverly Crest,,34.1121846,-118.4332064,Private room,94,1,0,,,365,2588,1.0
1694,13824445,Mid-City Treehouse-style One Bedroom Apartment,6670176,Kurt,Beverly Grove,,34.07276476,-118.3650682,Entire home/apt,94,2,4,12/28/2016,0.4,0,1694,1.0
28870,3932334,326  Exec lux 1 Bedroom Near UCLA on Westwood Blvd,3392276,Amir,West Los Angeles,,34.04830287,-118.4357899,Entire home/apt,94,7,18,4/19/2017,0.62,106,28870,32.0
4976,14821268,Downtown LA Luxury at it's Finest,41482875,Hoyt,Downtown,,34.05010176,-118.25400559999999,Entire home/apt,94,1,7,4/1/2017,0.98,286,4976,4.0
17112,17681652,Loft with yard in convenient area,120415707,Sabino,Mid-City,,34.04271177,-118.36176770000002,Entire home/apt,94,3,5,4/22/2017,4.17,286,17112,3.0
11948,8304721,Private Highland Park 1 Bedroom Apt,6720966,Elizabeth,Highland Park,,34.12699775,-118.1892221,Entire home/apt,94,2,43,4/30/2017,2.45,28,11948,1.0
19707,16261506,1BD/1Bath furnished Apt in LA near Beverly Hills,80720775,Sogol,Pico-Robertson,,34.05426136,-118.3800705,Entire home/apt,94,1,15,4/20/2017,3.66,223,19707,27.0
22998,13393304,Private Room & Bath in Bright SaMo Townhome,101928,Jordana,Santa Monica,,34.02319437,-118.46332190000001,Private room,94,1,4,8/13/2016,0.42,365,22998,3.0
11965,14000048,Parkside Historic Cabin,667748,Hanna,Highland Park,,34.10680004,-118.1935092,Entire home/apt,94,2,21,4/25/2017,3.15,31,11965,1.0
29105,9154029,West Hollywood comfort,24663738,Angelita (AKA) LIA,West Hollywood,,34.08974187,-118.38614199999999,Private room,94,5,2,2/2/2016,0.12,350,29105,3.0
11333,784247,Beautiful Italian Mansion,4135611,Colin,Hollywood Hills,,34.10915632,-118.31771470000001,Private room,94,1,6,1/19/2016,0.23,360,11333,1.0
14083,17121168,Beautiful Los Feliz Guest House,3343353,Nuel,Los Feliz,,34.10435665,-118.3090601,Entire home/apt,94,1,0,,,349,14083,15.0
30048,12972701,Luxury apartment close to Downtown Los Angeles!,24392152,Ximin,Westlake,,34.05391106,-118.25960320000002,Private room,94,3,12,3/28/2017,1.03,42,30048,2.0
7985,7842932,2 bdrm East Hollywood Apartment!,2335288,Elizabeth,East Hollywood,,34.0880066,-118.3060074,Entire home/apt,94,2,0,,,0,7985,1.0
11216,10503410,Airy Bungalow Sanctuary,321936,Maryam,Hollywood Hills,,34.11506761,-118.3202236,Entire home/apt,94,1,0,,,359,11216,1.0
27211,2601598,Beach Side Apartment in Venice,4606391,Cal,Venice,,33.99281752,-118.47769199999999,Entire home/apt,94,5,3,9/1/2014,0.08,0,27211,1.0
26427,16313319,Venice Beach | Abbot Kinney Apartment,14564455,Scott,Venice,,33.99290205,-118.472797,Entire home/apt,94,2,9,4/20/2017,3.1,55,26427,1.0
21633,18223898,"One-Bedroom Apt with Spa, Pools",31680589,Long Stay,Rowland Heights,,33.98928798,-117.9178446,Entire home/apt,94,3,1,4/25/2017,1.0,89,21633,6.0
9483,7527373,"Private room Encino Hills,",7324782,Rob,Encino,,34.13561122,-118.50009740000002,Private room,94,3,3,9/17/2015,0.14,365,9483,4.0
25609,16326224,Relaxing and Quiet Room,106860802,Kaitlin,Torrance,,33.84359153,-118.3485192,Private room,94,1,0,,,364,25609,1.0
16211,5511645,Elegant Eurotel Shared Bath Studio,19110598,Coralie,Long Beach,,33.77032819,-118.18782240000002,Entire home/apt,94,1,127,8/9/2016,4.82,90,16211,21.0
16901,197223,"Carriage House Near Studios, USC +",375925,Judalon,Mid-City,,34.04279343,-118.35879479999998,Entire home/apt,94,3,44,3/19/2017,0.65,282,16901,2.0
