,id,name,host_id,host_name,neighbourhood,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,Unnamed: 0,host_listings_count
9317,1365140,"Walk everywhere Apt/1 BR, 1 BA",7392393,Jacqui,El Segundo,,33.91753402,-118.4095433,Entire home/apt,100,1,1,5/2/2016,0.08,0,9317,2.0
2784,8105022,"Beautiful, comfortable & spacious!",41855620,Rachelle,Valley Village,,34.16410344,-118.41379779999998,Entire home/apt,100,4,3,11/23/2015,0.15,0,2784,1.0
23458,741755,Private bedroom with bathroom,3883139,Nancy,Sherman Oaks,,34.13166,-118.40899250000001,Private room,100,5,0,,,365,23458,1.0
4391,5956649,"Spacious, bright artist's loft.",8204633,Sea,Downtown,,34.04903648,-118.2518963,Entire home/apt,100,1,9,8/13/2016,0.39,83,4391,1.0
9733,1083874,Shared room in Los Angeles,5959544,Robert,Gramercy Park,,33.9454901,-118.30548370000001,Shared room,100,1,0,,,365,9733,1.0
30649,15364294,"Cute, cozy, and perfectly located one bedroom",82566424,Justis,Westwood,,34.0667679,-118.45426850000001,Entire home/apt,100,1,3,3/29/2017,0.57,47,30649,1.0
8773,15855249,Newly Remodeled Loft Style Living in Echo Park!,51634148,Bernard,Echo Park,,34.07226731,-118.2550656,Entire home/apt,100,14,1,1/31/2017,0.32,189,8773,1.0
19629,15374597,Quiet 2 Bedroom near Beverly Hills,98211483,Sarah,Pico-Robertson,,34.05097788,-118.3826919,Entire home/apt,100,9,0,,,0,19629,1.0
19631,9280040,Peaceful Poolside Guest House,46242870,Maureen & Ani,Pico-Robertson,,34.05187988,-118.3861888,Entire home/apt,100,3,52,4/28/2017,4.02,58,19631,1.0
21992,6385732,Valley TownHome !!,33286560,Darrius,Van Nuys,,34.18572817,-118.4650763,Entire home/apt,100,1,5,4/7/2017,0.48,364,21992,1.0
5151,6209048,Bohemian Retreat in center of L.A.,9566662,Jacob,Hollywood,,34.08661729999999,-118.33988590000001,Entire home/apt,100,5,6,8/19/2016,0.25,0,5151,1.0
790,15822534,阿卡迪亚大套房，毗邻公园，餐饮，购物等设施，环境优美，生活便利。,41436492,Jessie,Arcadia,,34.13785994,-118.02931629999999,Private room,100,5,0,,,360,790,2.0
4014,15873227,Tucked Away Guest House with Garden & Patio,72480042,Tom,Culver City,,34.02531321,-118.38240559999998,Entire home/apt,100,2,0,,,90,4014,1.0
19638,15302066,Private bedroom in Beverly Hills,97341572,Yvette,Pico-Robertson,,34.05709335,-118.40488219999999,Private room,100,1,3,1/20/2017,0.63,287,19638,3.0
4396,12307699,LOFT in downtown Los Angeles,12997393,Ross,Downtown,,34.04863454,-118.2474601,Entire home/apt,100,1,55,4/14/2017,4.32,324,4396,1.0
21390,17686630,Nice 2Bed1Bath Apt $2400/m $100/day,21664626,Amanda,Rowland Heights,,33.98926686,-117.9179511,Entire home/apt,100,1,2,4/5/2017,1.54,333,21390,2.0
10170,8194380,"2nd floor, 1 rm/$65, 2 rm/$120, 1 rm 2+ pple/ $100",30612090,Andrew,Glendale,,34.1848768,-118.2275477,Private room,100,1,39,3/18/2017,2.62,363,10170,1.0
29922,6702670,Charming & Cozy Spanish  Apartment in Downtown LA,11448861,Javier,Westlake,,34.06200752,-118.27883940000001,Entire home/apt,100,2,27,11/20/2016,1.18,69,29922,1.0
19678,9780127,Studio/Beverly Hills Adjacent!,25551648,Sigal,Pico-Robertson,,34.05592467,-118.38692320000001,Private room,100,3,1,1/25/2016,0.06,365,19678,36.0
25996,14492080,Private room in Poolside Valley Bungalow,3464463,Carrie,Valley Glen,,34.1845638,-118.43713020000001,Private room,100,2,0,,,179,25996,1.0
19671,412178,Beverly Hills 1930s Spanish Rev Apt,2051995,Elizabeth,Pico-Robertson,,34.05581534,-118.38232990000002,Entire home/apt,100,1,24,5/19/2015,0.42,0,19671,1.0
17282,18135229,Fresh Mid-City 1br near Grove!,125008295,Brittany,Mid-Wilshire,,34.06299679,-118.35000959999999,Private room,100,1,0,,,359,17282,1.0
30661,555979,"Hidden Gem Near UCLA, Century City",2734581,Ariel,Westwood,,34.05568961,-118.43270509999999,Private room,100,2,37,4/10/2017,0.63,344,30661,1.0
5139,11721443,HOLLYWOOD SUNSET/FAIRFAX studio apartment /parking,62332825,Elena,Hollywood,,34.09888886,-118.3567676,Entire home/apt,100,1,84,4/13/2017,6.12,168,5139,3.0
15569,14919718,Great place in the city,93766975,Ivan,Long Beach,,33.79235333,-118.2129592,Private room,100,1,1,9/7/2016,0.13,365,15569,1.0
12412,16443523,PRIVATE ROOM IN LARGE RETRO HOLLYWOOD HILLS HOUSE,48029357,Tara,Hollywood Hills West,,34.10707035,-118.38998889999999,Private room,100,4,0,,,365,12412,1.0
20992,17118906,King Room with private bath near Santa Monica Peer,3197384,Valerie,Sawtelle,,34.03559839,-118.46054290000001,Private room,100,1,16,5/1/2017,9.06,237,20992,4.0
334,13982422,Awesome Condo in the Heart of Alhambra,50956304,Karen,Alhambra,,34.09303472,-118.13305940000001,Entire home/apt,100,2,25,4/22/2017,2.68,298,334,2.0
6920,13507276,Cozy Studio in the heart of Hollywood,54505918,Kat,Hollywood,,34.10379837,-118.3271338,Entire home/apt,100,2,5,2/19/2017,0.48,0,6920,1.0
3999,3031396,PRIVATE ROOM + JACUZZI  minutes to VENICE BEACH,15440298,Tosca & Edo,Culver City,,33.99893872,-118.4290945,Private room,100,1,83,4/16/2017,3.07,179,3999,3.0
10172,14451365,Glendale Manor,55212634,Maria,Glendale,,34.13849471,-118.2499699,Entire home/apt,100,2,2,10/1/2016,0.24,121,10172,1.0
30665,6847139,Confortable and quiet near UCLA,35878798,Giovanni,Westwood,,34.05482227,-118.4446176,Entire home/apt,100,1,0,,,0,30665,1.0
8832,15419435,"Vibrant, comfy, near best of Echo Park/Silver Lake",54643461,Andy,Echo Park,,34.07743242,-118.2685903,Entire home/apt,100,1,41,5/2/2017,6.47,119,8832,1.0
10122,12085002,"Large bedroom, NW of LA, 15 min from Hollywood.",64771318,Gabrielle,Glendale,,34.15240041,-118.26863540000001,Private room,100,2,3,8/22/2016,0.28,179,10122,1.0
19701,8072458,Beautiful Townhouse,42639598,Arielle,Pico-Robertson,,34.05593913,-118.3783865,Private room,100,1,0,,,365,19701,1.0
8817,5661539,2 bdrm Private Retreat with Views,7886527,Rio,Echo Park,,34.09631157,-118.25040190000001,Entire home/apt,100,1,120,2/19/2017,4.66,0,8817,2.0
10185,15315185,Los Angeles Oasis in a Historic Neighborhood,23159555,Jennifer,Glendale,,34.17031242,-118.2632754,Entire home/apt,100,2,19,5/2/2017,3.18,52,10185,1.0
6901,17335541,Great apt with parking 5 min from Hollywood,55067641,Larry,Hollywood,,34.10015427,-118.3471722,Entire home/apt,100,1,3,4/3/2017,1.48,336,6901,30.0
23482,5469403,Cute Studio Apartment,6495584,Carmen,Sherman Oaks,,34.15256947,-118.4299787,Entire home/apt,100,3,3,10/25/2015,0.14,0,23482,1.0
15587,14254023,Cozy comfy couch in long beach!,39399217,Yeah Jin,Long Beach,,33.78977512,-118.13627179999999,Shared room,100,1,0,,,365,15587,1.0
8826,8206456,Cozy 1 Bedroom Echo Park Apartment,11077440,Debbie,Echo Park,,34.08967489,-118.2559354,Entire home/apt,100,1,0,,,0,8826,1.0
15590,12954208,Modern Studio Downtown Long Beach,71187545,Sara,Long Beach,,33.77235873,-118.1970395,Entire home/apt,100,2,21,4/30/2017,2.31,122,15590,1.0
12338,5749314,Steps above Chateau Marmont,20662093,Carol,Hollywood Hills West,,34.09761222,-118.3716165,Private room,100,1,1,6/14/2015,0.04,0,12338,1.0
5967,1433489,CLEAN WEHO LRG APT W/GATED PARKING,7403705,Alex,Hollywood,,34.095320799999996,-118.3594987,Entire home/apt,100,1,62,4/24/2017,1.37,341,5967,3.0
23489,10144613,Cozy Room for Rent in Sherman Oaks!,52064436,Sirr,Sherman Oaks,,34.14830171,-118.4263013,Private room,100,1,0,,,0,23489,1.0
2834,2701715,Super-Cute Private Guesthouse ,4797064,Tanja,Valley Village,,34.16187569,-118.3927077,Entire home/apt,100,2,64,4/30/2017,1.74,279,2834,2.0
4400,17732956,Cool Downtown Artistic Condo,12480554,Christopher,Downtown,,34.04751951,-118.2507884,Entire home/apt,100,1,1,4/23/2017,1.0,329,4400,1.0
761,18128783,Comfortable home,46329068,Lily,Arcadia,,34.13196935,-118.0644742,Entire home/apt,100,1,0,,,88,761,1.0
17259,17939639,Sunny 1 Bedroom apartment in Miracle Mile,64089924,Catherine,Mid-Wilshire,,34.06910463,-118.3504987,Entire home/apt,100,1,6,4/16/2017,5.45,18,17259,1.0
26016,8016489,Sunny Modern Room / Own Bathroom,1308967,Samantha,Valley Glen,,34.17522711,-118.43639170000002,Private room,100,1,0,,,0,26016,1.0
17918,16147360,Cozy Little Studio,38983598,Josh,Mid-Wilshire,,34.06454916,-118.3515132,Entire home/apt,100,5,1,3/3/2017,0.21,60,17918,1.0
4030,6522270,Private Room in Culver City,7493737,Rene,Culver City,,34.01344754,-118.39406100000001,Private room,100,3,10,2/6/2017,0.53,253,4030,3.0
2841,9315809,Valley Village Villa,36447600,Donna,Valley Village,,34.16984737,-118.3900479,Entire home/apt,100,2,1,1/1/2016,0.06,362,2841,1.0
19688,8652973,"Master, Private LG Bathroom w W&D",5404153,Jb,Pico-Robertson,,34.05498867,-118.3773608,Private room,100,2,0,,,365,19688,1.0
20991,18276771,Newly renovated West LA studio W pool and parking!,45407459,Vera,Sawtelle,,34.04099499,-118.4523138,Entire home/apt,100,2,0,,,338,20991,1.0
23811,2865186,1 bdrm House- right off Sunset Blvd,3458337,Nick,Silver Lake,,34.09413483,-118.2805462,Entire home/apt,100,4,4,4/24/2015,0.12,0,23811,1.0
29662,14420518,West Hollywood Hills Home - Creative Environment,88728804,Julia,West Hollywood,,34.09654379,-118.37130970000001,Private room,100,30,2,9/14/2016,0.25,179,29662,1.0
12330,5948665,Private Room in WeHo Hills!,3667010,Steve,Hollywood Hills West,,34.11258177,-118.36244750000002,Private room,100,1,99,4/8/2017,4.02,313,12330,6.0
8831,6705069,Stylish Bungalow In The Echo Park Hills,9058442,Rene,Echo Park,,34.08431198,-118.25315690000001,Entire home/apt,100,4,7,4/9/2017,0.41,336,8831,1.0
12336,16694869,Beautiful house in hollywood hills,16687713,Nick,Hollywood Hills West,,34.11035986,-118.36271640000001,Private room,100,1,0,,,365,12336,1.0
29979,13565589,Welcome to my home,78198044,Douglas,Westlake,,34.05542089,-118.28295870000001,Private room,100,2,3,7/16/2016,0.29,364,29979,1.0
753,17990325,坐落在美丽的Arcadia ，附近有商业圈，伴有孔雀的城市。,107197357,杨,Arcadia,,34.13426574,-118.030427,Private room,100,1,1,4/9/2017,1.0,364,753,2.0
30656,18253388,Shared Room in Westwood,17427769,Milad,Westwood,,34.06083883,-118.44140049999999,Shared room,100,1,0,,,59,30656,1.0
18,13748272,Warehouse/Loft near Downtown LA,38791141,Leah,Adams-Normandie,,34.03197974,-118.3022229,Entire home/apt,100,1,0,,,0,18,1.0
19646,9794448,Elegant Private Room in Beverly Hills Home,50476133,Kj,Pico-Robertson,,34.05624226,-118.3982382,Private room,100,2,15,2/24/2017,0.92,308,19646,2.0
26339,10410573,Large Abbot Kinney Studio,12000134,Daniel,Venice,,33.98965947,-118.4532372,Entire home/apt,100,2,7,8/12/2016,0.47,0,26339,1.0
25684,15806890,Cozy 2 bedroom guest house in Old Torrance,100828116,Ramona,Torrance,,33.835575299999995,-118.31947209999998,Entire home/apt,100,2,7,2/19/2017,1.29,24,25684,1.0
10873,15092999,South Bay Home/Private Bedroom,91650888,Mahend,Hawthorne,,33.91088692,-118.34827079999998,Private room,100,1,0,,,365,10873,1.0
15658,6217423,"Long Beach, Surrounded by water!",32245495,Lytton,Long Beach,,33.762718,-118.1361854,Entire home/apt,100,7,1,11/4/2015,0.05,0,15658,1.0
2895,14775872,Beautiful New Place in the Cultural Heart of LA,92185805,Tony,Boyle Heights,,34.04652452,-118.2089622,Entire home/apt,100,2,2,10/11/2016,0.27,89,2895,1.0
21006,18296371,Private room Santa Monica - Westwood (Los Angeles),123214300,Nathalia,Sawtelle,,34.0487943,-118.459951,Private room,100,1,1,4/29/2017,1.0,295,21006,1.0
19752,16272025,Heart of Pasadena - stylish urban living! 1 BR/1BA,106418824,Kristina,Pasadena,,34.15025053,-118.13774009999999,Private room,100,2,6,4/29/2017,2.5,42,19752,1.0
24043,13428934,Silver Lake Cozy Backhouse,4152202,Cat,Silver Lake,,34.07920858,-118.2721523,Entire home/apt,100,2,4,10/1/2016,0.45,0,24043,1.0
15618,17134749,One bedroom with lake view,92703715,Helen,Long Beach,,33.81054268,-118.07981950000001,Private room,100,1,0,,,179,15618,1.0
24229,10968096,Imogen Guest House in a Silver Lake Sanctuary,14455919,Benjamin & Blanca,Silver Lake,,34.08027678,-118.283745,Entire home/apt,100,2,21,4/30/2017,2.05,78,24229,1.0
10842,10618864,1br Home sweet home Torrance 405 fw,10058975,Alexander,Harbor Gateway,,33.84124115,-118.30803359999999,Entire home/apt,100,7,2,7/25/2016,0.14,332,10842,5.0
26319,4355125,Venice Beach Backhouse,7049774,Sean,Venice,,33.99470086,-118.46503729999999,Entire home/apt,100,4,3,1/5/2016,0.14,0,26319,1.0
30356,1301903,Nice one bedroom for rent.,7079234,Raymond,Winnetka,,34.20503196,-118.5864131,Private room,100,1,0,,,365,30356,1.0
6196,8297623,Spacious Room in Heart of Hollywood,17744505,David,Hollywood,,34.09517659,-118.3402817,Private room,100,1,10,6/29/2016,0.61,88,6196,1.0
30027,13717408,Wilshire Studio,80163382,Coree,Westlake,,34.06061615,-118.2828178,Entire home/apt,100,1,0,,,0,30027,1.0
3961,30474,Upstairs room in a craftsman house,105868,Namhau,Culver City,,34.02354955,-118.3868768,Private room,100,1,41,5/1/2017,0.49,359,3961,2.0
19775,16177579,Pasadena House in Quiet and Cozy Neighborhood,8615713,Jennifer,Pasadena,,34.15883297,-118.0768867,Private room,100,1,0,,,39,19775,1.0
15629,13543746,Beachy Bohemian Chic Townhouse,5620388,Natasha,Long Beach,,33.76437525,-118.1327385,Entire home/apt,100,2,9,9/21/2016,0.89,0,15629,1.0
8854,101702,Lovely Echo Park Studio,532541,Maiana,Echo Park,,34.07237276,-118.26332099999999,Entire home/apt,100,2,123,4/24/2017,1.69,279,8854,2.0
30695,10970661,Private room very close to UCLA,12374470,Tera,Westwood,,34.05632736,-118.44308500000001,Private room,100,1,8,3/8/2017,0.57,324,30695,1.0
26329,9015954,Master bed/bath near Abbot Kinney!,21234520,Monica,Venice,,33.99672479,-118.4672587,Private room,100,1,2,11/25/2015,0.11,0,26329,1.0
19779,7565152,Flex Space for Medical Office Use,39663968,Medi,Pasadena,,34.143612899999994,-118.13554840000002,Shared room,100,1,0,,,0,19779,2.0
25624,16829851,FIRST CLASS Garage Apt w/ Sauna,28478974,John,Torrance,,33.83280168,-118.3251595,Entire home/apt,100,1,5,4/26/2017,2.73,93,25624,3.0
4377,10700058,Close to everything DTLA - 1 Bdrm,46476490,Eva,Downtown,,34.04879406,-118.25104479999999,Private room,100,3,19,3/16/2017,1.25,128,4377,2.0
23799,9301998,Classic SilverLake Bungalow off Sunset,2840119,Michaela,Silver Lake,,34.0883847,-118.2752616,Entire home/apt,100,1,6,9/11/2016,0.34,0,23799,1.0
23511,11062458,"Cute 1bd Heart of Sherman Oaks, CA",20181814,Ashlee,Sherman Oaks,,34.15022962,-118.43384750000001,Entire home/apt,100,1,8,12/29/2016,0.54,0,23511,1.0
21948,16643357,Single Bed in Inglewood,109979600,Adil,Van Nuys,,34.20751305,-118.449242,Private room,100,1,0,,,180,21948,1.0
24947,11306463,House in heart of friendly village,58226385,Lou,Studio City,,34.14709149,-118.37921940000001,Private room,100,1,0,,,365,24947,1.0
742,17780529,"Arcadia 主人套房,酒店的标准,私人浴室，車庫，最多招待兩家人",72408848,Chris,Arcadia,,34.13730114,-118.02512209999999,Private room,100,1,0,,,264,742,4.0
10062,11644811,Edge of Heaven #1,4263929,Seraphina,Glendale,,34.13280177,-118.2437412,Private room,100,1,2,2/19/2017,0.19,365,10062,2.0
19893,17252347,Luxury apartment  in the old downtown Pasadena,42126331,Jun,Pasadena,,34.13994156,-118.14865759999999,Private room,100,3,3,4/28/2017,1.3,296,19893,3.0
4454,15131849,Heart of DTLA,95936712,Zach,Downtown,,34.04591655,-118.2515629,Entire home/apt,100,1,39,4/18/2017,6.06,324,4454,1.0
24971,401549,Downstairs Room in a beautiful house with pool,2004326,Martine,Studio City,,34.14957419,-118.40166609999999,Private room,100,2,2,2/18/2017,0.05,319,24971,3.0
30687,7761523,Perfect spot b/w beach and downtown,30238955,Leah,Westwood,,34.06488878,-118.451067,Entire home/apt,100,3,2,9/18/2015,0.1,0,30687,1.0
24020,6487733,Large Sunny Studio in Silver Lake,5998437,Natalie,Silver Lake,,34.0867933,-118.2841119,Entire home/apt,100,2,6,5/6/2016,0.3,25,24020,1.0
29828,14849656,Cool Studio in Downtown LA with views of the city!,9497123,Arthur,Westlake,,34.04953979,-118.2676978,Entire home/apt,100,1,37,4/27/2017,4.61,21,29828,1.0
8875,1099651,Rustic 2 BR + Parking in Echo Park,2065869,Mitra,Echo Park,,34.06820135,-118.2505009,Entire home/apt,100,2,66,4/8/2017,2.18,267,8875,1.0
29329,1174876,Charming and Chic WeHo Studio!,6216047,Jenifer,West Hollywood,,34.09687381,-118.36778799999999,Entire home/apt,100,3,19,11/28/2016,0.63,365,29329,1.0
23996,8489617,Bright and Breezy Silverlake Home,17001249,Kathrine,Silver Lake,,34.08574052,-118.27777150000001,Entire home/apt,100,5,4,12/25/2016,0.35,271,23996,1.0
8881,11679256,Lakeside Echo Park Oasis.,4079884,Jeremy,Echo Park,,34.07429291,-118.25807720000002,Entire home/apt,100,3,7,3/30/2017,0.53,26,8881,1.0
12207,14045952,Amazing large studio w view on pool,84203347,Anne Sophie,Hollywood Hills West,,34.09950481,-118.3636325,Entire home/apt,100,5,0,,,358,12207,1.0
30712,7691806,BEVERLY BEAUTY: LOCATION IS KEY!,16862571,Host L.A.,Westwood,,34.06280334,-118.4274564,Entire home/apt,100,2,13,2/23/2016,0.62,0,30712,43.0
12204,18077238,Laurel Canyon Hippie Hideaway,49268402,Joseph & Tonya,Hollywood Hills West,,34.10608785,-118.37249540000002,Entire home/apt,100,1,5,4/30/2017,5.0,328,12204,1.0
21928,9633184,NICE APT IN LOS ANGELES,19839188,Dolores,Van Nuys,,34.20226476,-118.46982309999999,Entire home/apt,100,4,5,9/22/2016,0.39,0,21928,2.0
12194,13982910,1 Mile From EVERYTHING!,2188490,Kimmy,Hollywood Hills West,,34.10475711,-118.3465134,Private room,100,1,1,7/29/2016,0.11,364,12194,1.0
8895,10814985,Bohemian Paradise and Artist's Studio in Echo Park,54272896,Christopher,Echo Park,,34.07701125,-118.2495885,Entire home/apt,100,2,7,10/30/2016,0.45,0,8895,2.0
26044,4786978,Private bedroom and private bath,24676893,Stephanie,Valley Glen,,34.17490322,-118.43724180000001,Private room,100,1,0,,,365,26044,1.0
3925,438304,available room in nice condo,1465276,Jaime,Culver City,,34.00224735,-118.39198329999999,Private room,100,1,0,,,365,3925,1.0
3923,18461866,Private bed/bathroom in the heart of Culver City,60289113,Nadia,Culver City,,34.01840614,-118.38897309999999,Private room,100,1,0,,,87,3923,2.0
3921,6600072,Private apt.in large home.Separate.,12672416,Mary Ann,Culver City,,34.01592651,-118.3937646,Entire home/apt,100,3,36,4/26/2017,1.63,65,3921,1.0
16771,8182647,Manhattan Beach Guesthouse,43168626,Hedi,Manhattan Beach,,33.88581261,-118.393703,Entire home/apt,100,3,35,4/30/2017,1.91,304,16771,1.0
21437,17668788,Rowland Hts Apartment 2 beds and one bath (F),66799217,Golden Diamond,Rowland Heights,,33.98754079,-117.906209,Entire home/apt,100,7,0,,,365,21437,9.0
8934,13332342,Echo Park Love  with amazing  view of Downtown LA,56515681,Marc,Echo Park,,34.06864001,-118.24625139999999,Private room,100,29,1,6/5/2016,0.09,87,8934,1.0
5078,13697216,Event/filming location. Beautiful views.,5204803,Nena,Downtown,,34.02983251,-118.2391432,Private room,100,1,1,7/13/2016,0.1,89,5078,1.0
17824,17095592,Bnb in West Hollywood Apartment,105860260,Carrie,Mid-Wilshire,,34.06585248,-118.3521132,Shared room,100,1,0,,,89,17824,1.0
361,11412721,Private Cottage Style Guest House,59919049,Janet,Alhambra,,34.06773954,-118.13848610000001,Entire home/apt,100,2,3,8/13/2016,0.23,0,361,1.0
19915,10127745,Cozy room in a heart of Pasadena,43393602,Marina And Brock,Pasadena,,34.15505666,-118.09158229999998,Private room,100,1,18,4/22/2017,1.12,357,19915,8.0
15860,17594465,Quaint Studio Apt on 3rd Floor,6778662,Cory,Long Beach,,33.76795394,-118.18301909999998,Entire home/apt,100,1,3,4/9/2017,1.76,84,15860,1.0
19817,10102882,Cedar Hot Tub with Panoramic Views,51844301,Marco,Pasadena,,34.13038575,-118.18160959999999,Private room,100,1,2,8/27/2016,0.23,365,19817,1.0
3913,16174440,"Casual, Comfortable & Convenient",77547189,Lauren Lee,Culver City,,33.99359286,-118.4332372,Private room,100,5,0,,,0,3913,1.0
3918,47794,One Bedroom in Venice/MarinadelRey,217470,Rebecca,Culver City,,33.99355441,-118.44283519999999,Private room,100,2,3,9/18/2015,0.1,0,3918,1.0
24240,1923226,Huge Silverlake Nest- 2 bath/1 bed,9965244,Stefani,Silver Lake,,34.10677663,-118.27030049999999,Entire home/apt,100,3,1,1/5/2015,0.04,336,24240,1.0
722,3712851,185sq.f. bed room+bath room,18948671,Wynn,Arcadia,,34.13652671,-118.0234956,Private room,100,1,0,,,365,722,1.0
30668,13276066,Beautiful room attached bathroom,63186858,Toktam,Westwood,,34.05116078,-118.44312830000001,Private room,100,1,14,3/10/2017,1.34,338,30668,4.0
12131,9362212,Private Rm on top of the World,10838909,Pamela,Hollywood Hills West,,34.1039741,-118.3598233,Private room,100,3,6,4/15/2017,0.41,356,12131,3.0
27002,7665374,Perfect Beach Pad in Venice steps from the sand,12342565,Raphael,Venice,,33.99428379,-118.47891640000002,Private room,100,3,6,3/2/2016,0.28,0,27002,1.0
26284,8193604,Venice Queen Room  & Beautiful Bath,20037653,Suzan,Venice,,34.00793296,-118.4546418,Private room,100,1,7,4/30/2017,0.44,180,26284,5.0
12094,6278392,niCE,25475803,Donghao,Historic South-Central,,34.02640817,-118.2744115,Private room,100,1,0,,,365,12094,1.0
12087,16376756,Comfortable Room Near USC,97840837,Quentin,Historic South-Central,,34.01337517,-118.26699479999999,Private room,100,1,0,,,365,12087,1.0
3534,8609364,Amazing view room in Calabasas,45292613,The Borhanis,Calabasas,,34.16000586,-118.69359640000002,Private room,100,1,10,11/11/2016,0.64,361,3534,1.0
24982,1121391,"Cottage in Sunland, California",6152527,Catalina,Sunland,,34.26400823,-118.31609509999998,Private room,100,1,0,,,365,24982,1.0
26340,8354615,Bright Venice bch apt- Abbot Kinney,6486692,Cori,Venice,,33.99612237,-118.46638850000001,Private room,100,3,1,9/30/2015,0.05,0,26340,1.0
4161,9328883,Comfortable place in South Bay,48416318,Adam,Del Aire,,33.90622988,-118.36757220000001,Private room,100,1,1,11/14/2015,0.06,0,4161,1.0
26947,17366682,Cozy 1 bdrm and living room apt. with a 180 view,51373404,Wendy,Venice,,34.00516202,-118.46048559999998,Entire home/apt,100,1,3,3/27/2017,1.32,312,26947,3.0
4111,6175128,2BR Home w SoundProof Studios Avail,32035366,Richard,Cypress Park,,34.10259749,-118.23599080000001,Entire home/apt,100,1,40,2/15/2017,2.01,76,4111,4.0
10302,16366785,"3Rooms for large group-Downtow, USC, Forum, LAX OC",29332191,Ken,Green Meadows,,33.94997707,-118.255119,Entire home/apt,100,1,15,4/24/2017,5.29,105,10302,4.0
26059,11657315,Enjoy some Peace and Quiet,46803232,September,Valley Glen,,34.1889175,-118.4385192,Private room,100,1,0,,,89,26059,1.0
5047,11341132,Spacious Artist Loft in Downtown LA!,19578824,Kiran,Downtown,,34.02902384,-118.2303082,Entire home/apt,100,5,0,,,0,5047,1.0
23792,7229869,Silver Lake Sunset Junction Studio,9070537,Freddy,Silver Lake,,34.08887934,-118.2823425,Entire home/apt,100,2,60,5/1/2017,2.74,176,23792,2.0
685,10001372,Comfy and neat apartment in Arcadia,51378878,Dorothy,Arcadia,,34.13003848,-118.0522074,Private room,100,1,1,1/2/2016,0.06,365,685,1.0
12075,4916889,Charming Bungalow in Highland Park,2341669,Jessica,Highland Park,,34.12197645,-118.19457140000002,Entire home/apt,100,5,5,7/6/2016,0.18,286,12075,1.0
17793,17555600,Chill clean entire 1bed 1bath,30722672,Sky,Mid-Wilshire,,34.06902302,-118.35416200000002,Entire home/apt,100,7,0,,,284,17793,1.0
8975,12107097,Luxury Complex w City View,59672473,Jenny,Echo Park,,34.06056521,-118.25382979999999,Entire home/apt,100,1,0,,,0,8975,1.0
21449,16748963,地段绝佳的主卧大套房出租（独立卫浴，厨房）,109881770,刘,Rowland Heights,,33.97897249,-117.90378159999999,Private room,100,1,0,,,179,21449,2.0
5060,12453908,PRIVATE ROOM in Chinatown Penthouse,67382126,Arlene,Downtown,,34.0615593,-118.2467592,Private room,100,1,0,,,0,5060,1.0
8985,14596010,Modern Guesthouse in Echo Park,6312120,Anisha & David,Echo Park,,34.08322033,-118.26185859999998,Entire home/apt,100,2,0,,,346,8985,2.0
3888,8518385,Cozy & Eclectic 1 BD Next 2 Venice,22694238,Talia,Culver City,,34.00967196,-118.4181614,Entire home/apt,100,1,10,9/18/2016,0.54,363,3888,1.0
20010,6075770,Beautiful  house in Pasadena,15621882,Wendy,Pasadena,,34.16796602,-118.1158758,Entire home/apt,100,14,1,8/15/2015,0.05,0,20010,1.0
17762,16603386,Private Bedroom w/bath  in Miracle Mile/ The Grove,98647265,Rebecca,Mid-Wilshire,,34.06521548,-118.35375060000001,Private room,100,1,11,5/2/2017,3.03,95,17762,1.0
11893,1198466,Fantastic view in Highland Park,2892277,Jens & Katherine,Highland Park,,34.11540293,-118.20399409999999,Entire home/apt,100,7,3,1/27/2016,0.13,214,11893,1.0
24066,7530140,Silverlake/Sunset junction 1bdrm in 1940s building,4631300,Mic,Silver Lake,,34.09035968,-118.2779238,Entire home/apt,100,2,6,7/10/2016,0.28,0,24066,1.0
631,4768700,"Minutes to trails, Rose Bowl, Town",24602132,Eric,Altadena,,34.1848856,-118.1526304,Private room,100,1,1,1/2/2015,0.04,0,631,1.0
6013,17877348,Charming and adorable studio,24465247,Juan,Hollywood,,34.09034927,-118.31967250000001,Entire home/apt,100,2,9,4/29/2017,9.0,153,6013,1.0
29982,15399516,Sunrise Koreatown Studio,40508800,Meridith,Westlake,,34.06423822,-118.27989579999999,Entire home/apt,100,1,1,11/22/2016,0.18,0,29982,1.0
10392,5902930,Los Feliz Hillside Guest House,1327944,Eddie And Sissy,Griffith Park,,34.12022953,-118.27407690000001,Entire home/apt,100,3,43,4/19/2017,1.81,320,10392,1.0
21893,15257953,Hidden gem,47324978,Nicole,Van Nuys,,34.20141845,-118.47530060000001,Entire home/apt,100,1,2,3/31/2017,0.32,179,21893,1.0
27003,2323541,Venice Hopper Room with Ocean Views,4087811,Gary,Venice,,33.98416204,-118.47169479999998,Private room,100,1,87,4/29/2017,2.26,365,27003,6.0
12019,18137276,"Cozy, newly-remodeled bungalow in Highland Park",17621312,Madelynn,Highland Park,,34.11999273,-118.2032982,Entire home/apt,100,3,3,5/2/2017,3.0,70,12019,1.0
23980,3130957,Cozy gem in the heart of Silverlake,2186615,Adrienne And J,Silver Lake,,34.07941032,-118.2770672,Entire home/apt,100,2,16,7/31/2016,0.49,336,23980,1.0
